RCT_ID,Title,Primary Investigator,DOI Number,First registered on,RCT_ID_num
AEARCTR-0010617,Providing Feedback to Judges in Texas and New York,Will Dobbie,10.1257/rct.10617-1.1,2022-12-09,10617
AEARCTR-0010619,Customized Employment to Support the Labor Inclusion of People with Intellectual and Developmental Disabilities in Spain,Samuel Bentolila,10.1257/rct.10619-1.0,2022-12-14,10619
AEARCTR-0010620,Monetary policy and macroeconomic expectations,Niklas Potrafke,10.1257/rct.10620-1.0,2022-12-10,10620
AEARCTR-0010621,Guardians of Democracy or Racists? Experimental Evidence of Xenophobia among Swedish Police Students,Andreas Madestam,10.1257/rct.10621-1.0,2022-12-12,10621
AEARCTR-0010622,"The political effects of conspiracy theories in West Africa: Experimental evidence from Côte d'Ivoire and Senegal
",John Doces,10.1257/rct.10622-1.0,2022-12-10,10622
AEARCTR-0010623,The 6-Dimensional Personality Intelligence Scale-Child version,Adnan Ghafoor,10.1257/rct.10623-2.0,2022-12-11,10623
AEARCTR-0010624,How Effective is Formalization of Land Rental Agreement for Dispute Prevention? Evidence from Randomized Control Trial in Uganda’s Refugee Camp,YUKO NAKANO,10.1257/rct.10624-1.0,2022-12-13,10624
AEARCTR-0010625,Speeding as a Signal to Peers in the Ugandan Transit Industry: A Survey Experiment,Claude Raisaro,10.1257/rct.10625-1.0,2022-12-21,10625
AEARCTR-0010626,Voters' Demand for Price Caps,Stanislao Maldonado,10.1257/rct.10626-1.1,2022-12-12,10626
AEARCTR-0010627,Self-serving attribution biases economic actions,Christoph Drobner,10.1257/rct.10627-1.0,2023-07-04,10627
AEARCTR-0010628,Tax morale and local government,Wayne Sandholtz,10.1257/rct.10628-1.0,2022-12-15,10628
AEARCTR-0010629,Does information help to overcome public resistance to carbon pricing? Evidence from an information provision experiment,Fabienne Cantner,10.1257/rct.10629-1.0,2022-12-15,10629
AEARCTR-0010630,University of Chicago SARS-CoV-2 Serosurvey Pilot Study,Michael Greenstone,10.1257/rct.10630-1.0,2022-12-12,10630
AEARCTR-0010632,The impact of a personalized support program on social inclusion: A pilot study with Cáritas in Spain,Yarine Fawaz,10.1257/rct.10632-1.0,2022-12-15,10632
AEARCTR-0010633,Measuring inflation expectations: How stable are density forecasts?,Christoph Becker,10.1257/rct.10633-2.0,2022-12-13,10633
AEARCTR-0010634,The Effects of a Tech-Based Tutoring Program in Ukraine,Lelys Dinarte,10.1257/rct.10634-1.1,2022-12-13,10634
AEARCTR-0010635,Commitment to Safety: A Demand Experiment from the Ugandan Transit Industry,Claude Raisaro,10.1257/rct.10635-1.3,2023-01-09,10635
AEARCTR-0010636,"Fair Trade, Unfair Competition: The Effect of Reducing Sales Uncertainty on Farmers’ Welfare",Claude Raisaro,10.1257/rct.10636-1.0,2022-12-23,10636
AEARCTR-0010637,Business Value of Fashion Models,Uttara Ananthakrishnan,10.1257/rct.10637-1.1,2022-12-13,10637
AEARCTR-0010638,Improving citizens' support for carbon taxes in China,Yuanwei Xu,10.1257/rct.10638-1.0,2022-12-20,10638
AEARCTR-0010639,"How do race, gender, and initial signals of productivity affect the willingness to learn more about others?",Glen Waddell,10.1257/rct.10639-1.2,2022-12-14,10639
AEARCTR-0010640,Impact of small-package fertilizer sale on the adoption of micro-dose fertilization technology and the productivity of rice farming: Evidence from Madagascar,Eustadius Magezi,10.1257/rct.10640-1.0,2024-07-21,10640
AEARCTR-0010641,The causal effects of unconditional cash transfers: Experimental evidence from a large U.S. county,Eva Vivalt,10.1257/rct.10641-2.0,2022-12-14,10641
AEARCTR-0010642,Mechanizing Together: Leveraging Local Governments for Rice Mechanization,Steven Brownstone,10.1257/rct.10642-3.0,2022-12-24,10642
AEARCTR-0010643,Early life exposure to gender biases: parents' stereotypes and domain-specific performance in schools,Joan Martinez,10.1257/rct.10643-1.1,2022-12-15,10643
AEARCTR-0010644,On the Acceptance of Congestion Charges: Experimental Evidence,Viola Helmers,10.1257/rct.10644-1.0,2022-12-21,10644
AEARCTR-0010645,Nudging Taxpayers Via WhatsApp to Submit Their Annual Tax Return: Evidence From a Field Experiment in Indonesia,Rio Widianto,10.1257/rct.10645-1.0,2023-02-17,10645
AEARCTR-0010647,Delivering Remote Learning in Developing Countries using a Low-tech Solution – Bangladesh,Asad Islam,10.1257/rct.10647-4.2,2022-12-16,10647
AEARCTR-0010648,Access to Renewable Energy. Micro-Finance for Small Businesses and Micro Enterprises in Pakistan.,David Frank Müller,10.1257/rct.10648-1.2,2022-12-16,10648
AEARCTR-0010649,Impact Evaluation of an accelerated learning programme (the Luminos Liberia programme) for out-of-school children,Ewoud Nijhof,10.1257/rct.10649-1.0,2022-12-27,10649
AEARCTR-0010650,Interventions to reduce consumers' carbon footprint: A randomized evaluation,PAMELA CAMPA,10.1257/rct.10650-1.0,2022-12-24,10650
AEARCTR-0010651,Testing what works to accelerate varietal turnover: An experiment in Kenya,Berber Kramer,10.1257/rct.10651-1.0,2022-12-31,10651
AEARCTR-0010652,"Testing Digital Literacy Interventions for Improving the Ability to Spot Misinformation Online: Evidence from a Large-Scale, Multi-Arm RCT in India",Prashant Loyalka,10.1257/rct.10652-1.0,2022-12-16,10652
AEARCTR-0010653,Reminders just before the peak-demand hours to encourage peak shift of electricity consumption: Evidence from Japan,Hide-Fumi Yokoo,10.1257/rct.10653-1.1,2022-12-19,10653
AEARCTR-0010659,A survey experiment on belief and information regarding COVID-19 in China,Siyu Wang,10.1257/rct.10659-1.0,2022-12-18,10659
AEARCTR-0010661,Collective Rituals and Nation-Building: A Youth Camp Experiment in India,Matt Lowe,10.1257/rct.10661-3.0,2022-12-18,10661
AEARCTR-0010662,An Experiment on Two-Person Social Choice,Sonnur Bas,10.1257/rct.10662-1.0,2023-03-22,10662
AEARCTR-0010663,Leadership and cooperation in a sequential Prisoners’ Dilemma,Steffen Lippert,10.1257/rct.10663-1.0,2022-12-19,10663
AEARCTR-0010664,“Recognizing to be a part of the solution” towards sector-wide decarbonization of wineries: Evidence from Japan ,Hiroki SASAKI,10.1257/rct.10664-1.0,2023-01-04,10664
AEARCTR-0010665,Social capital and targeted beneficiaries of a development project: A lab in the field experiment in rural Zimbabwe,Amandine Belard,10.1257/rct.10665-1.1,2022-12-20,10665
AEARCTR-0010666,Increasing Adoption and Varietal Turnover of Seed: The Role of Consumer and Producer Side Interventions,Bjorn Van Campenhout,10.1257/rct.10666-5.0,2022-12-20,10666
AEARCTR-0010667,"Decentralized Feature Selection - The Impacts of User-Control over Feature Selection on the Acceptance and Performance of Recommender Systems
",Jan Zacharias,10.1257/rct.10667-3.0,2022-12-19,10667
AEARCTR-0010670,Forecasting the Impact of Racial Uprisings on Stocks,bocar ba,10.1257/rct.10670-1.0,2022-12-19,10670
AEARCTR-0010671,Female Participation in Male-Dominated Fields,Maria Pedote,10.1257/rct.10671-1.0,2022-12-21,10671
AEARCTR-0010672,The Legacy of Political Violence: An Experimental Analysis in Nigeria,John Doces,10.1257/rct.10672-1.0,2022-12-19,10672
AEARCTR-0010673,Uncertainty about CO2 prices and green investments,Philipp Doerrenberg,10.1257/rct.10673-1.0,2022-12-21,10673
AEARCTR-0010674,Prejudice and attitudes against immigrants: a perspective-taking intervention in high schools in italy,Andrea Guariso,10.1257/rct.10674-2.0,2023-01-24,10674
AEARCTR-0010678,EMPOWER: Effects of Monitoring blood Pressure Of pregnant Women Electronically and Remotely,Matthew Notowidigdo,10.1257/rct.10678-2.0,2022-12-20,10678
AEARCTR-0010681,Attitudes on police reform: Evidence from the Cooperative Election Survey,Mitch Downey,10.1257/rct.10681-1.0,2022-12-21,10681
AEARCTR-0010683,The 6-Dimensional Intelligence Scale-Child version,Adnan Ghafoor,10.1257/rct.10683-3.0,2022-12-21,10683
AEARCTR-0010684,Dual-Client Workforce Development Model: NPower Canada Randomized Control Trial,Matthew Notowidigdo,10.1257/rct.10684-1.0,2023-02-17,10684
AEARCTR-0010685,"The impact of educational, social, and labor support for parents and children on wellbeing, employment, and schooling outcomes: A pilot study with Save the Children in Spain",Veronica Gonzales Stuva,10.1257/rct.10685-1.0,2023-01-17,10685
AEARCTR-0010687,The Effects of Legal Assistance on Evictions,Charlie Rafkin,10.1257/rct.10687-1.3,2022-12-21,10687
AEARCTR-0010690,Understanding the impact of Fatwas on health behavior: Evidence from multiple online experiments in Indonesia,Jan Priebe,10.1257/rct.10690-1.0,2022-12-22,10690
AEARCTR-0010691,Promoting investment in solar energy across SMEs in Pakistan: the role of information provision,Theresa Chaudhry,10.1257/rct.10691-2.0,2022-12-22,10691
AEARCTR-0010692,EEO-1 Disclosure,Jung Ho Choi,10.1257/rct.10692-1.2,2023-01-26,10692
AEARCTR-0010693,Text Messaging for Financial Behavior Change in Zambia ,Michael  King,10.1257/rct.10693-1.0,2022-12-22,10693
AEARCTR-0010694,Digital Innovations in Crop Insurance Product Design,Maria Porter,10.1257/rct.10694-1.0,2022-12-31,10694
AEARCTR-0010695,The effects of business loans and technology support on the growth of U.S. online entrepreneurs,Mihai Alexandru  Codreanu,10.1257/rct.10695-1.0,2023-01-05,10695
AEARCTR-0010696,Effects of Public Recognition of New Norms,Sakina Shibuya,10.1257/rct.10696-1.0,2022-12-22,10696
AEARCTR-0010697,Effects of Subordinates’ Gender on Managers’ Disciplinary Actions,Sakina Shibuya,10.1257/rct.10697-1.0,2022-12-31,10697
AEARCTR-0010698,Wealth inequality perception and wealth tax preferences in the UK,Juan C. Palomino,10.1257/rct.10698-1.1,2022-12-23,10698
AEARCTR-0010699,Mind the gap. Who evades VAT and by how much?,Davud Rostam-Afschar,10.1257/rct.10699-1.0,2023-01-17,10699
AEARCTR-0010702,Stigma barriers to information diffusion: an experiment with refugee mental health care-seeking,Emma Smith,10.1257/rct.10702-3.1,2022-12-27,10702
AEARCTR-0010703,Engaging Parents to Help Students Catch-Up: Evidence from a Large-Scale RCT in India,Prashant Loyalka,10.1257/rct.10703-1.0,2022-12-27,10703
AEARCTR-0010704,"Financial Literacy, Ambiguity, and Financial Decisions  ",Alessandro Castagnetti,10.1257/rct.10704-1.0,2023-01-06,10704
AEARCTR-0010705,The effect of non-monetary incentives on teachers´ performance and educational outcomes: evidence from a Clustered RCT in Peruvian schools,Alessandro Castagnetti,10.1257/rct.10705-1.1,2023-03-01,10705
AEARCTR-0010708,Social-labor inclusion for beneficiaries of the Spanish Minimum Income Scheme in the city of Barcelona - AMUNT,Teresa Molina-Millán,10.1257/rct.10708-1.1,2023-01-09,10708
AEARCTR-0010709,Re-Examining the causal link between future tense and time preference: evidence from English monolinguals,Tai-Sen He,10.1257/rct.10709-1.0,2022-12-30,10709
AEARCTR-0010710,Credibility Gains from Communicating with the Public: Evidence from the ECB’s new Monetary Policy Strategy,Michael Ehrmann,10.1257/rct.10710-1.1,2022-12-30,10710
AEARCTR-0010711,Social Preferences of Different Income Groups,Amnon Maltz,10.1257/rct.10711-2.0,2023-03-06,10711
AEARCTR-0010714,Effect of technological and social distance in crop diversification and variety adoption,Prakashan Chellattan Veettil,10.1257/rct.10714-1.0,2022-12-30,10714
AEARCTR-0010716,Accelerating Crop Varietal Turnover in Nigeria,Catherine Ragasa,10.1257/rct.10716-1.0,2022-12-31,10716
AEARCTR-0010717,Strategic Reasoning and Perspective Taking,Paolo Falco,10.1257/rct.10717-1.1,2023-01-06,10717
AEARCTR-0010719,"Do Time-Constraints Matter? How, Why, and for Whom?",Esma Ozer,10.1257/rct.10719-1.2,2023-01-02,10719
AEARCTR-0010720,Organizational Dynamics and Administrative Data Production,Tara Slough,10.1257/rct.10720-1.0,2023-01-02,10720
AEARCTR-0010721,Long Term Treatment Effects of Nudges on Small Businesses Tax Compliance Behaviour in Indonesia,Agung Satyadini,10.1257/rct.10721-1.2,2023-01-02,10721
AEARCTR-0010724,Combating Fake News in Health: An Online Experiment,Maximilian Guigas,10.1257/rct.10724-1.0,2023-01-17,10724
AEARCTR-0010725,Are Employees Willing to Pay for Job Flexibility? Evidence from a Field Experiment in China,Xinzheng Shi,10.1257/rct.10725-1.0,2023-01-04,10725
AEARCTR-0010727,Does the Messenger of Central Bank Communication Matter? Effects on Belief Updating.,Alena Wabitsch,10.1257/rct.10727-2.0,2023-01-09,10727
AEARCTR-0010728,Evaluation of the Women’s Land Tenure Security and Green Subsidy Components of NBCA-CLUSA’s PROMAC II Program in Mozambique,Andrew Brudevold-Newman,10.1257/rct.10728-1.0,2023-01-04,10728
AEARCTR-0010730,"Edutainment, social network, and ethnic discrimination in rural Bangladesh",Abu Siddique,10.1257/rct.10730-1.1,2023-01-05,10730
AEARCTR-0010731,RESEA in Montana - Reemployment Central Services,Christopher Bradley,10.1257/rct.10731-1.0,2023-03-08,10731
AEARCTR-0010732,Designing microcredit loans for agricultural farmers,Hisaki Kono,10.1257/rct.10732-1.0,2023-01-06,10732
AEARCTR-0010734,Equilibri,Luca Favero,10.1257/rct.10734-1.0,2023-01-10,10734
AEARCTR-0010735,The Effects of Monetary Policy: Theory with Measured Expectations ,Christopher Roth,10.1257/rct.10735-1.0,2023-01-06,10735
AEARCTR-0010736,Engineering and Evaluating Cascading Effects in Teacher Training Programs: Experimental Evidence from Tanzania,Lukas Hauck,10.1257/rct.10736-1.0,2023-01-12,10736
AEARCTR-0010737,Public Good Provision in Overlapping Neighborhoods,Juliane Koch,10.1257/rct.10737-1.0,2023-01-18,10737
AEARCTR-0010738,Does a progressive tax reform affect tax compliance?,Guillermo Cruces,10.1257/rct.10738-2.0,2023-02-15,10738
AEARCTR-0010739,"Effects of Upward Feedback on Supportive Leadership, Job Satisfaction and Engagement: An Experimental Field Investigation ",Jon-Sander Amland,10.1257/rct.10739-1.0,2023-03-08,10739
AEARCTR-0010740,The Coarseness of Moral Language,Friederike Reichel,10.1257/rct.10740-1.1,2023-01-10,10740
AEARCTR-0010741,A Randomized Experiment on Perceptions and Preferences towards Chinese Foreign Investments in Germany,Zhexun Mo,10.1257/rct.10741-2.0,2023-01-18,10741
AEARCTR-0010742,"Groundwater CPR governance in presence of different types of extractors. 
Lab and field experimental analysis
",Stefano Farolfi,10.1257/rct.10742-1.3,2023-01-16,10742
AEARCTR-0010745,Bay Area Thriving Families: Evaluating Basic Income Support for Families Exiting Homelessness,Ingrid Ellen,10.1257/rct.10745-4.0,2023-04-13,10745
AEARCTR-0010746,Parent Study (a representative sample of Norwegian daycare) ,Ingvild Almas,10.1257/rct.10746-1.0,2023-05-19,10746
AEARCTR-0010747,"Apprendre à Aimer la Mondialisation ?
French, Agni, and Attitudes About Globalization in Africa
",John Doces,10.1257/rct.10747-1.0,2023-01-09,10747
AEARCTR-0010748,Measuring The Effect of the Media on The Public's Understanding of Central Bank Information,Peter Rickards,10.1257/rct.10748-1.3,2023-01-15,10748
AEARCTR-0010749,Central bank communication and the anchoring of inflation expectations in times of above-target inflation,Giang Nghiem,10.1257/rct.10749-4.0,2023-01-09,10749
AEARCTR-0010750,Effect of AI on Engagement in Online Learning Platforms,Unnati Narang,10.1257/rct.10750-2.1,2023-01-09,10750
AEARCTR-0010751,"Learning from self and learning from others:
Experimental evidence from Bangladesh",Florence Kondylis,10.1257/rct.10751-1.0,2023-01-19,10751
AEARCTR-0010752,Incentives and Answer Quality for Open-Ended Questions,Saskia Opitz,10.1257/rct.10752-1.0,2023-01-10,10752
AEARCTR-0010753,Incentives for Safety: A Field Experiment in the Ugandan Transit Industry,Claude Raisaro,10.1257/rct.10753-1.0,2023-02-06,10753
AEARCTR-0010756,Teachers' cognitive load and track recommendations,Francesca Miserocchi,10.1257/rct.10756-1.0,2023-01-23,10756
AEARCTR-0010757,Nudging the Poor: Increasing Energy Efficiency Investments of Low-Income Households,Madeline Werthschulte,10.1257/rct.10757-2.2,2023-01-18,10757
AEARCTR-0010758,Addressing Inequalities in High School Track Choice,Michela Carlana,10.1257/rct.10758-1.2,2023-01-12,10758
AEARCTR-0010759,The (in)direct effect of a training program on women's employment -- experimental evidence from the health sector in Egypt ,Marc Witte,10.1257/rct.10759-2.0,2023-01-11,10759
AEARCTR-0010760,Incentivizing Participation in an Internet-based Survey,Magdalena Smyk,10.1257/rct.10760-1.0,2023-01-12,10760
AEARCTR-0010761,Can doctors reduce COVID-19 misinformation and increase vaccine uptake in Ghana? A cluster-randomised controlled trial,Mylene Lagarde,10.1257/rct.10761-1.1,2023-10-26,10761
AEARCTR-0010762,"Impact of Enhanced Health Care on Labor Market Participation in San Antonio, Texas",Belinda Roman,10.1257/rct.10762-1.1,2023-10-27,10762
AEARCTR-0010763,Encouraging Government Higher Education Scholarship Application through Motivation and Information Intervention: Randomized Controlled Trial in Indonesia,Sarah Dong,10.1257/rct.10763-1.0,2023-01-15,10763
AEARCTR-0010765,The Impact of Experiential Learning Interventions on Sustainable Water Management: Evidence from a Randomized Control Trial in India,Ruth Meinzen-Dick,10.1257/rct.10765-1.0,2023-01-13,10765
AEARCTR-0010767,Feasibility Study of Teacher Training and Technological Innovation on Childhood Development under a Nationwide Home Visiting Programme in Ecuador ,Gabriella Conti,10.1257/rct.10767-2.2,2023-01-12,10767
AEARCTR-0010768,Social Influence and Mitigation,Friederike Mengel,10.1257/rct.10768-2.0,2023-01-13,10768
AEARCTR-0010769,Measuring Indirect of Flexibility ,Beatrice Roussillon,10.1257/rct.10769-1.0,2023-01-17,10769
AEARCTR-0010770,Impacts of Small-Scale Biogas Technology on Energy Access in Egypt,Marc Witte,10.1257/rct.10770-1.0,2023-01-25,10770
AEARCTR-0010772,Information on Immigration and Perceived Similarity to Immigrants,Milena Djourelova,10.1257/rct.10772-1.1,2023-01-13,10772
AEARCTR-0010773,Keeping Up Appearances: An Experimental Investigation in Social Pressure and Relative Ranks,Pascaline Dupas,10.1257/rct.10773-1.0,2023-01-13,10773
AEARCTR-0010774,How Do Consumers Use Firm Disclosure? Evidence from a Randomized Field Experiment,Maximilian Muhn,10.1257/rct.10774-1.3,2023-02-01,10774
AEARCTR-0010775,The Role of Gender and Decision-Making Structure in Hiring Decisions,Prachi Jain,10.1257/rct.10775-1.0,2023-01-30,10775
AEARCTR-0010777,Pushing on a String? Price Interventions to Reduce Theft in Pakistan’s Power Sector,Usman Naeem,10.1257/rct.10777-2.0,2023-03-01,10777
AEARCTR-0010778,"Anamnesis, Diagnosis, and Prescription for Economists - Heterogenous Treatment Effects",Sebastian Riedmiller,10.1257/rct.10778-1.0,2023-01-24,10778
AEARCTR-0010779,Is support for gender equality policy stigmatized?,Leonardo Bursztyn,10.1257/rct.10779-1.0,2023-01-16,10779
AEARCTR-0010780,Misperceived Returns to Active Investing,Ingar Haaland,10.1257/rct.10780-1.0,2023-01-16,10780
AEARCTR-0010781,Markets and the Making of `Modern' Sensibilities? Experimental Evidence from Sub-Saharan Africa ,Clara Sievert,10.1257/rct.10781-1.0,2023-01-23,10781
AEARCTR-0010782,Sticky Prices as Coordination Failure: An Experimental Investigation,David Munro,10.1257/rct.10782-1.1,2023-01-16,10782
AEARCTR-0010783,Framing urban tolls,Johanna Arlinghaus,10.1257/rct.10783-1.0,2023-01-18,10783
AEARCTR-0010784,Pathways to Success for Adult Learners at Two Tennessee Community Colleges: Evidence from a Field Experiment,Amy Moreland,10.1257/rct.10784-1.0,2023-01-16,10784
AEARCTR-0010785,The impact of professional and volunteer mentoring on university access and retention,Caterina Calsamiglia,10.1257/rct.10785-1.2,2023-02-10,10785
AEARCTR-0010786,Can graduation programs be greener? Evidence from the BOMA program,Jennifer Alix-Garcia,10.1257/rct.10786-1.1,2023-01-31,10786
AEARCTR-0010787,Remote Care for Remote Areas: The Impact of Telehealth in Rural India,Amanda Dahlstrand-Rudin,10.1257/rct.10787-1.0,2023-01-20,10787
AEARCTR-0010788,Willingness to pay and selection into academic outcomes,Derek Rury,10.1257/rct.10788-1.1,2023-01-18,10788
AEARCTR-0010789,"Increasing Sales by Promoting the Attributes of Pecan through a
Systematic Science-Based Marketing Strategy",Grace Melo,10.1257/rct.10789-3.0,2023-01-26,10789
AEARCTR-0010791,Eliciting the Willingness to Sell Data from Multiple Social Networks,Jannika Schad,10.1257/rct.10791-4.0,2023-01-18,10791
AEARCTR-0010795,The effects of comics on social issues in India,Mai Seki,10.1257/rct.10795-1.0,2023-01-27,10795
AEARCTR-0010796,blind hiring,Ramon Cobo Reyes,10.1257/rct.10796-1.0,2023-01-19,10796
AEARCTR-0010797,Influence in Social Networks,Friederike Mengel,10.1257/rct.10797-1.0,2023-01-19,10797
AEARCTR-0010800,Reducing Methane Emissions from the Oil and Gas Sector: an RCT of policy and technology solutions,Thomas Covert,10.1257/rct.10800-1.1,2023-01-19,10800
AEARCTR-0010801,The long-term effects of an intervention to exercise.,Mathias Ekström,10.1257/rct.10801-1.0,2023-02-14,10801
AEARCTR-0010802,The Impact of Access to Cities on Development: Experimental Evidence from the D.R. Congo,Clara Sievert,10.1257/rct.10802-1.0,2023-01-23,10802
AEARCTR-0010803,Do Cities Impact Gender and Family Norms in Africa?,Clara Sievert,10.1257/rct.10803-1.0,2023-01-23,10803
AEARCTR-0010804,Cities and Culture in Sub-Saharan Africa,Clara Sievert,10.1257/rct.10804-1.0,2023-01-23,10804
AEARCTR-0010805,Rural Political Economy Effects of Urban Access: Evidence from the D.R. Congo,Clara Sievert,10.1257/rct.10805-1.0,2023-01-23,10805
AEARCTR-0010806,The Effects of Cities on Psychological and Behavioral Traits,Clara Sievert,10.1257/rct.10806-1.0,2023-01-23,10806
AEARCTR-0010807,Algorithmic Accuracy by Group and Recidivism Prediction,Yong Suk Lee,10.1257/rct.10807-1.0,2023-01-20,10807
AEARCTR-0010810,"A scalable approach to high-impact tutoring for young readers: Results of a randomized controlled trial 
",Kalena Cortes,10.1257/rct.10810-1.0,2023-01-20,10810
AEARCTR-0010811,A Field Experiment to Encourage Energy Saving Behavior Using Different Defaults and Dynamic Pricing,Takunori Ishihara,10.1257/rct.10811-1.0,2023-01-21,10811
AEARCTR-0010812,"Memory and Financial Decisions
",Alessandro Castagnetti,10.1257/rct.10812-1.0,2023-01-27,10812
AEARCTR-0010813,Revenue Gains from Adopting Machine Learning: Causal Evidence from Tax Audit Selection,Tobias Gabel Christiansen,10.1257/rct.10813-1.0,2023-01-25,10813
AEARCTR-0010814,The impact of different monetary incentives on the individual ability to enhance physical activity and goal attainment: A within-subject field experiment,Vanessa Mertins,10.1257/rct.10814-1.0,2023-01-22,10814
AEARCTR-0010816,"Impacts of smart meters on losses in electricity distribution, electricity reliability, and household investments in energy efficiency",Robyn Meeks,10.1257/rct.10816-1.0,2023-01-22,10816
AEARCTR-0010817,Information and Behavioral Approaches to Increase Electricity Payment and Reduce Pollution from Electricity,Robyn Meeks,10.1257/rct.10817-2.0,2023-01-22,10817
AEARCTR-0010818,Does Parental Involvement Improve Student Learning? The Role of Monitoring,Mahounan Patrice Yedomiffi,10.1257/rct.10818-1.3,2023-01-22,10818
AEARCTR-0010819,Racial and Ethnic Disparities in Retirement Outreach among Low-to-Middle Income Workers,Angelino Viceisza,10.1257/rct.10819-2.0,2023-02-21,10819
AEARCTR-0010820,Response of Productivity to Relative Performance Pay on Amazon's Mechanical Turk,Weijia Wang,10.1257/rct.10820-2.0,2023-01-24,10820
AEARCTR-0010822,Formal and Informal Tax Compliance in Tanzania,Jasmin Vietz,10.1257/rct.10822-1.1,2023-02-12,10822
AEARCTR-0010823,Consumer preferences for organic and local apples,Andreas Drichoutis,10.1257/rct.10823-1.0,2023-01-24,10823
AEARCTR-0010824,"The impact of stress and failure on effort and snack choices 
",Martina Vecchi,10.1257/rct.10824-1.0,2023-02-27,10824
AEARCTR-0010825,Arriving in Argentina: A Field Experiment With Football Clubs,Gwen-Jiro Clochard,10.1257/rct.10825-1.1,2023-02-10,10825
AEARCTR-0010826,How can role models influence their role aspirants? Empirical evidence from schools in China.,Aurelia Di,10.1257/rct.10826-1.1,2024-01-30,10826
AEARCTR-0010859,Service quality and performance of sales agencies,Oliver Gürtler,10.1257/rct.10859-1.0,2023-02-01,10859
AEARCTR-0010860,School Based Programming Impact Evaluation - Jordan,Hannah Uckat,10.1257/rct.10860-1.2,2023-01-24,10860
AEARCTR-0010861,Loss aversion: loss looms larger or gain looms smaller?,Wencong LI,10.1257/rct.10861-1.0,2023-03-07,10861
AEARCTR-0010862,Market exchange and diversity,Simon Siegenthaler,10.1257/rct.10862-5.1,2023-01-30,10862
AEARCTR-0010863,The size of sales incentives,Oliver Gürtler,10.1257/rct.10863-1.0,2023-02-01,10863
AEARCTR-0010865,Temptation and self-control in intrinsic preferences for information,Vivek Roy-Chowdhury,10.1257/rct.10865-2.1,2023-01-26,10865
AEARCTR-0010867,Greening the road ahead: The effect of policy announcements on green mobility behaviors,Anja Köbrich León,10.1257/rct.10867-1.0,2023-01-25,10867
AEARCTR-0010868,Breaking Ground: Exploring the interaction of social tension and environmental activism,Anja Köbrich León,10.1257/rct.10868-1.0,2023-01-25,10868
AEARCTR-0010870,Improving match quality to college majors and impacts on student outcomes in high school ,Fei Yuan,10.1257/rct.10870-1.0,2023-02-07,10870
AEARCTR-0010873,Evaluating the scale-up of a remedial education program in India,Jeffery McManus,10.1257/rct.10873-1.0,2023-01-26,10873
AEARCTR-0010874,Digital Skills: Socioeconomic Determinants and Social Inequality,Arna Woemmel,10.1257/rct.10874-1.0,2023-01-31,10874
AEARCTR-0010875,Why do Governments Implement Inefficient Environmental Policies?,Roee Levy,10.1257/rct.10875-2.1,2023-02-09,10875
AEARCTR-0010877,"Informational Barriers to Female Employment in India: Experimental Evidence from Vocational Training Students

",S ANUKRITI,10.1257/rct.10877-1.0,2023-02-03,10877
AEARCTR-0010878,Information provision and lifelong learning: Evidence from a field experiment,Hannu Karhunen,10.1257/rct.10878-2.0,2023-01-27,10878
AEARCTR-0010879,The Causal Impact of an Anti-bullying Intervention on Children’s Development,Ana Costa-Ramon,10.1257/rct.10879-1.0,2023-01-27,10879
AEARCTR-0010882,Experimental Evidence on the Productivity Effects of Large Language Models,Shakked Noy,10.1257/rct.10882-2.1,2023-01-27,10882
AEARCTR-0010883,Targeting sales incentives,Oliver Gürtler,10.1257/rct.10883-1.0,2023-02-01,10883
AEARCTR-0010885,Cognitive mediators of scarcity and economic decision-making; A lab experiment,Zahra  Khodadoust,10.1257/rct.10885-1.2,2023-02-09,10885
AEARCTR-0010886,Widening the horizons: information and role models to improve student’s outcomes.,Selene Ghisolfi,10.1257/rct.10886-1.0,2023-01-30,10886
AEARCTR-0010887,Impact of introducing AI technology on students' writing skills: evidence for Brazil,Rafael Barbosa,10.1257/rct.10887-1.0,2023-04-01,10887
AEARCTR-0010889,Linking Outdoor and Indoor Air Pollution,Bridget Hoffmann,10.1257/rct.10889-1.0,2023-01-30,10889
AEARCTR-0010890,Reminding about good intentions: Field experimental evidence from an energy savings program during the energy crisis,Madeline Werthschulte,10.1257/rct.10890-1.0,2023-01-30,10890
AEARCTR-0010891,"Evaluating the Impact of Preschool on Patience, Time Consistency and Commitment Demand",Amanda Chuan,10.1257/rct.10891-1.0,2023-01-30,10891
AEARCTR-0010892,Building Markets in Remote Places: Evidence from Formerly FARC-Controlled Areas of Colombia,Carolyn Pelnik,10.1257/rct.10892-2.0,2023-02-01,10892
AEARCTR-0010893,How Selectivity Shapes Selection,Claudio Schilter,10.1257/rct.10893-2.0,2023-01-31,10893
AEARCTR-0010895,Eliciting thresholds for collective behavior,Moritz Janas,10.1257/rct.10895-1.0,2023-03-03,10895
AEARCTR-0010896,"Development, Implementation, and Evaluation of a National Cross-generational Strategy to Support Introduction of the Human Papillomavirus (HPV) Vaccine and Utilization of Cervical Cancer Screening in Nepal ",Linda Kaljee,10.1257/rct.10896-1.0,2023-01-31,10896
AEARCTR-0010897,New Pay: An experimental analysis of self-set pay and social comparisons,Stefanie Schumacher,10.1257/rct.10897-1.0,2023-02-06,10897
